PID,TITLE,AUTHORS
E931007,Data_Oriented Methods for Grapheme_to_Phoneme Conversion,#ANTAL_VAN_DEN_BOSCH#WALTER_DAELEMANS
E931008,Disjunctions and Inheritance in the Context Feature Structure System,#MARTIN_BOTTCHER
E931009,A Strategy for Dynamic Interpretation_ a Fragment and an Implementation,#OLIVIER_BOUCHE#JAN_VAN_EIJCK#OLIVIER_ISTACE
E931010,Head_driven Parsing for Lexicalist Grammars_ Experimental Results,#GOSSE_BOUMA#GERTJAN_VAN_NOORD
E931011,An Endogeneous Corpus_Based Method for Structural Noun Phrase Disambiguation,#DIDIER_BOURIGAULT
E931012,Morphonology in the Lexicon,#LYNNE_J_CAHILL
E931013,LFG Semantics via Constraints,#MARY_DALRYMPLE#JOHN_LAMPING#VIJAY_SARASWAT
E931014,On the notion of uniqueness,#JOKE_DORREPAAL
E931015,Automating the Acquisition of Bilingual Terminology,#PIM_VAN_DER_EIJK
E931016,Parsing with polymorphism,#MARTIN_EMMS
E931017,_The donkey strikes back_ Extending the dynamic interpretation __constructively___,#TIM_FERNANDO
E931018,A unification_based approach to multiple VP Ellipsis resolution,#CLAIRE_GARDENT
E931019,Rule_based Acquisition and Maintenance of Lexical and Semantic Knowledge,#DONNA_M_GATES#PETER_SHELL
E931020,A Computational Treatment of Sentence_Final _then_,#SHEILA_GLASBEY
E931021,Towards a proper treatment of coercion phenomena,#DANIELE_GODARD#JACQUES_JAYEZ
E931022,Identifying Topic and Focus by an Automatic Procedure,#EVA_HAJICOVA#PETR_SGALL#HANA_SKONMALOVLA
E931023,A Probabilistic Context_free Grammar for Disambiguation in Morphological Parsing,#JOSEE_S_HEEMSKERK
E931024,Restriction and Correspondence_based Translation,#RONALD_M_KAPLAN
E931025,A Discourse Copying Algorithm for Ellipsis and Anaphora Resolution,#ANDREW_KEHLER
E931026,Inheriting Verb Alternations,#ADAM_KILGARRIFF
E931027,Linguistic Knowledge Acquisition from Parsing Failures,#MASAKI_KIYONO#JUNICHI_TSUJII
E931028,Similarity between Words Computed by Spreading Activation on an English Dictionary,#HIDEKI_KOZIMA
E931029,Mathematical Aspects of Command Relations,#MARCUS_KRACHT_II
E931030,A Semantics and Pragmatics for the Pluperfect,#ALEX_LASCARIDES#ALEX_LASCARIDES
E931031,Temporal Connectives in a Discourse Context,#ALEX_LASCARIDES#JON_OBERLANDER
E931032,Towards efficient parsing with proof_nets,#ALAIN_LECOMTE
E931033,Abductive Explanation of Dialogue Misunderstandings,#SUSAN_MCROY#GRAEME_HIRST
E931034,_Tuples_ Discontinuity_ and Gapping in Categorial Grammar_,#GLYN_MORRILL#TERESA_SOLIAST
E931035,On Abstract Finite_State Morphology,#AJIT_NARAYANAN#LAMA_HASHEM
E931036,Generalized Left_Corner Parsing,#MARKJAN_NEDERHOF
E931037,Resolving Zero Anaphora in Japanese,#TADASHI_NOMOTO#YOSHIHIKO_NITTA
E931038,Formal Properties of Metrical Structure,#MARC_VAN_OOSTENDORP
E931039,Generating Contextually Appropriate Intonation,#SCOTT_PREVOST#MARK_STEEDMAN
E931040,Parsing the Wall Street Journal with the Inside_Outside Algorithm,#YVES_SCHABES#MICHAL_ROTH#RANDY_OSBORNE
E931041,A Tradeoff between Compositionality and Complexity in the Semantics of Dimensional Adjectives,#GEOFFREY_SIMMONS
E931042,NEW FRONTIERS BEYOND CONTEXT_FREENESS_ DI_GRAMMARS AND DI_AUTOMATA_,#PETER_STAUDACHER
E931043,Coping With Derivation in a Morphological Component,#HARALD_TROST
E931044,_Categorial grammar_ modalities and algebraic semantics_,#KOEN_VERSMISSEN
E931045,The Use of Shared Forests in Tree Adjoining Grammar Parsing,#K_VIJAYSHANKER
E931046,Ambiguity resolution in a reductionistic parser,#ATRO_VOUTILAINEN#PASI_TAPANAINEN
E931047,Type_Driven Semantic Interpretation of f_Structures,#JURGEN_WEDEKIND#RONALD_M_KAPLAN
E931048,DELIMITEDNESS AND TRAJECTORY_OF_MOTION EVENTS,#MICHAEL_WHITE
E931050,VP Ellipsis in a DRT_implementation,#JOHAN_BAS
E931051,Lexical Disambiguation Using Constraint Handling In Prolog _CHIP_,#GEORGE_C_DEMETRIOU
E931052,Object clitics and clitic climbing in Italian HPSG grammar,#PAOLA_MONACHESI
E931053,Localising Barriers Theory,#MICHAEL_SCHIEHLEN
E931054,Text Alignment in a Tool for Translating Revised Documents,#HADAR_SHEMTOV
E931055,Lexical Choice Criteria in Language Generation,#MANFRED_STEDE
E931057,A Morphological Analysis Based Method for Spelling Correction,#ADURIZ_I#AGIRRE_E#ALEGRIA_L#ARREGI_X#ARRIOLA_JM#ARTOLA_X#DIAZ_DE_ILARRAZA_A#EZEIZA_N#MARITXALAR_M#SARASOLA_K#URKIA_M
E931058,Undestanding Stories in Different Languages with GETA_RUN,#DARIO_BIANCHI#RODOLFO_DELMONTE#EMANUELE_PIANTA
E931059,Enhancing a large scale dictionary with a two_level system,#DAVID_CLEMENCEAU#EMMANUEL_ROCHE
E931060,Long Sentence Analysis by Domain_Specific Pattern Grammar,#SHINICHI_DOI#KAZUNORI_MURAKI#SHINICHIRO_KAMEI#KIYOSHI_YAMABANA
E931061,Knowledge acquisition for a constrained speech system using WoZ,#LAILA_DYBKJAER#NIELS_OLE_BERNSEN#HANS_DYBKJAER
E931062,The PAIVGLOSS MARK I MAT system,#ROBERT_FREDERKING#ARIEL_COHEN#DEAN_GRANNES#PETER_COUSSEAU#SERGEI_NIRENBURG
E931063,A Constraint_based Representation Scheme of Collocational Structures,#DIRK_HEYLENT#ANDRE_SCHENKT#MARC_VERHAGENT
E931064,The Linguistic Annotation System of the Stockholm _ Umea,#GUNNEL_KALIGREN#GUNNAR_ERIKSSON
E931065,INSYST__ An Automatic Inserter System for Hierarchical Lexica,#MARC_LIGHT#SABINE_REINHARD#MARIE_BOYLEHINRICHS
E931066,Two_level Description of Turkish Morphology,#KEMAL_OFLAZER
E931067,Helyette_ Inflectional Thesaurus for Agglutinative Languages,#GABOR_PROSZEKY#IASZLO_TIHANYI
E931068,Natural Language Front_Ends to Databases_ Design and the Customisation Bottleneck,#ANNE_DE_ROECK
E931069,Ambiguity resolution in a reductionistic parser,#PASI_TAPANAINEN#ATRO_VOUTILAINEN
E931070,ITS_2 _ an interactive personal translation system,#ERIC_WEHRLI#MIRA_RAMLUCKUN
E951001,On Reasoning with Ambiguities,#UWE_REYLE
E951002,Principle Based Semantics for HPSG,#ANETTE_FRANK#UWE_REYLE
E951003,Criteria for Measuring Term Recognition,#ANDY_LAURISTON
E951004,Automatic Processing of Proper Names in Texts,#FRANCIS_WOLINSKI#FRANTZ_VICHOT#BRUNO_DILLET
E951005,The Semantics of Resource Sharing in Lexical_Functional Grammar,#ANDREW_KEHLER#MARY_DALRYMPLE#JOHN_LAMPING#VIJAY_SARASWAT
E951006,A Specification Language for Lexical Functional Grammars,#PATRICK_BLACKBURN#CLAIRE_GARDENT
E951007,Some Remarks on the Decidability of the Generation Problem in LFG_ and PATR_Style Unification Grammars,#JURGEN_WEDEKIND
E951008,Collocation Map for Overcoming Data Sparseness,#MOONJOO_KIM#YOUNG_S_HAN#KEYSUN_CHOI
E951009,Computational dialectology in Irish Gaelic,#BRETT_KESSLER
E951010,_Text Alignment in the Real World_ Improving Alignments of Noisy Translations Using Common Lexical Features_ String Matching Strategies and N_Gram Comparisons_,#MARK_W_DAVIS#TED_E_DUNNING#WILLIAM_C_OGDEN
E951011,A Tractable Extension of Linear Indexed Grammars,#BILL_KELLER#DAVID_WEIR
E951012,Stochastic HPSG,#CHRIS_BREW
E951013,Literal Movement Grammars,#ANNIUS_V_GROENINK
E951014,Corpus_based Method for Automatic Identification of Support Verbs for Nominalizations,#SIMONE_TEUFEL#GREGORY_GREFENSTETTE
E951015,The Problem of Computing the Most Probable Tree in Data_Oriented Parsing and Stochastic Tree Grammars,#RENS_BAD
E951016,On Learning more Appropriate Selectional Restrictions,#FRANCESC_RIBAS
E951017,Incremental Interpretation of Categorial Grammar,#DAVID_MILWARD
E951018,Mixing Modes of Linguistic Description in Categorial Grammar,#MARK_HEPPLE
E951019,Higher_order Linear Logic Programming of Categorial Deduction,#GLYN_MORRILL
E951020,Distributional Part_of_Speech Tagging,#HINRICH_SCHITZE
E951021,Tagging French _ comparing a statistical and a constraint_based method,#JEANPIERRE_CHANOD#PASI_TAPANAINEN
E951022,A syntax_based part_of_speech analyser,#ATRO_VOUTILAINEN
E951023,Deterministic Consistency Checking of LP Constraints,#SURESH_MANANDHAR
E951024,Off_line Optimization for Earley_style HPSG Processing,#GUIDO_MINNEN#DALE_GERDEMANN#THILO_GOTZ
E951025,_ProFIT_ Prolog with Features_ Inheritance and Templates_,#GREGOR_ERBACH
E951026,A Robust and Efficient Three_Layered Dialogue Component for a Speech_to_Speech Translation System,#JAN_ALEXANDERSSON#ELISABETH_MAIER#NORBERT_REITHINGER
E951027,Towards a Workbench for Acquisition of Domain Knowledge from Natural Language,#ANDREI_MIKHEEV#STEVEN_FINCH
E951028,Rapid Development of Morphological Descriptions for Full Language Processing Systems,#DAVID_CARTER
E951029,Specifying a shallow grammatical representation for parsing purposes,#ATRO_VOUTILAINEN#TIMO_JARVINEN
E951030,A fast partial parse of natural language sentences using a connectionist method,#CAROLINE_LYON#BOB_DICKERSON
E951031,A Robust Parser Based on Syntactic Information,#KONG_JOO_LEE#CHEOL_JUNG_KWEON#JUNGYUN_SEO#GIL_CHANG_KIM
E951032,Ellipsis and Quantification_ A Substitutional Approach,#RICHARD_CROUCH
E951033,ParseTalk about Sentence_ and Text_Level Anaphora,#MICHAEL_STRUBE#UDO_HAHN
E951034,_Integrating __Free__ Word Order Syntax and Information Structure_,#BERYL_HOFFMAN
E951035,Algorithms for Analysing the Temporal Structure of Discourse,#JANET_HITZEMAN#MARC_MOENS#CLAIRE_GROVER
E951036,Splitting the Reference Time_ Temporal Anaphora and Quantification in DRT,#RANI_NELKEN#NISSIM_FRANCEZ
E951037,Topic Identification in Discourse,#KUANGHUA_CHEN
E951038,A State_Transition Grammar for Data_Oriented Parsing,#DAVID_TUGWELL
E951039,Grouping Words Using Statistical Context,#CHRISTOPHER_C_HUCKLE
E951040,The Semantics of Motion,#PIERRE_SABLAYROLLES
E951041,An Algorithm to Co_Ordinate Anaphora Resolution and PPS Disambiguation Process,#SALIHA_AZZAM
E951042,Aggregation in the NL_generator of the Visual and Natural language Specification Tool,#HERCULES_DALIANIS
E951043,_Incorporating __Unconscious Reanalyses__ into an Incremental_ Monotonic Parser_,#PATRICK_STURT
E951044,Cooperative Error Handling and Shallow Processing,#TANYA_BOWDEN
E951045,Towards an Account of Extraposition in HPSG,#FRANK_KELLER
E971001,Interleaving Universal Principles and Relational Constraints over Typed Feature Logic,#THILO_GOTZ#DETMAR_MEURERS
E971002,Fast Context_Free Parsing Requires Fast Boolean Matrix Multiplication,#LILLIAN_LEE
E971003,_Three Generative_ Lexicalised Models for Statistical Parsing_,#MICHAEL_COLLINS
E971004,Expansion of Multi_ Word Terms for Indexing and Retrieval Using Morphology and Syntax,#CHRISTIAN_JACQUEMIN#JUDITH_L_KLAVANS#EVELYNE_TZOUKERMANN
E971005,Automatic Detection of Text Genre,#BRETT_KESSLER#GEOFFREY_NUNBERG#HINRICH_SCHUTZE
E971006,Document Classification Using a Finite Mixture Model,#HANG_LI#KENJI_YAMANISHI
E971007,Combining Unsupervised Lexical Knowledge Methods for Word Sense Disambiguation,#GERMAN_RIGAU#JORDI_ATSERIAS#ENEKO_AGIRRE
E971008,Similarity_Based Methods for Word Sense Disambiguation,#IDO_DAGAN#LILLIAN_LEE#FERNANDO_PEREIRA
E971009,Using Syntactic Dependency as Local Context to Resolve Word Sense Ambiguity,#DEKANG_LIN
E971010,Homonymy and Polysemy in Information Retrieval,#ROBERT_KROVETZ
E971011,Learning Features that Predict Cue Usage,#BARBARA_DI_EUGENIO#JOHANNA_D_MOORE#MASSIMO_PAOLUCCI
E971012,Expectations in Incremental Discourse Processing,#DAN_CRISTEA#BONNIE_WEBBER
E971013,The Rhetorical Parsing of Unrestricted Natural Language Texts,#DANIEL_MARCU
E971014,Centered Segmentation_ Scaling up the Centering Model to Global Discourse Structure,#UDO_HAHN#MICHAEL_STRUBE
E971015,Probing the Lexicon in Evaluating Commercial MT Systems ,#MARTIN_VOLK_
E971016,Ambiguity Resolution for Machine Translation of Telegraphic Messages,#YOUNGSUK_LEE#CLIFFORD_WEINSTEIN#STEPHANIE_SENEFF#DINESH_TUMMALA
E971017,Machine Transliteration,#KEVIN_KNIGHT#JONATHAN_GRAEHL
E971018,Intergrating Symbolic and Statistical Representations_ The Lexicon Pragmatics Interface,#ANN_COPESTAKE#ALEX_LASCARIDES
E971019,Negative Polarity Licensing at the Syntax_Semantics Interface,#JOHN_FRY
E971020,Deriving Verbal and Compositonal Lexical Aspect for NLP Applications,#BONNIE_J_DORR#MARI_BROMAN_OLSEN
E971021,A DOP Model for Semantic Interpretation,#REMKO_BONNEMA#RENS_BOD#REMKO_SCHA
E971022,Fertility Models for Statistical Natural Language Understanding,#STEPHEN_DELLA_PIETRA#MARK_EPSTEIN#SALIM_ROUKOS#TODD_WARD
E971023,Predicting the Semantic Orientation of Adjectives,#VASILEIOS_HATZIVASSILOGLOU#KATHLEEN_R_MCKEOWN
E971024,Independence Assumptions Considered Harmful,#ALEXANDER_FRANZ
E971025,Planning Reference Choices for Argumentative Teas,#XIAORONG_HUANG
E971026,Sentence Planning as Description Using Tree Adjoining Grammar,#MATTHEW_STONE#CHRISTINE_DORAN
E971027,An Algorithm for Generating Referential Descriptions with Flexible Interfaces,#HELMUT_HORACEK
E971028,Applying Explanation_based Learning to Control and Speeding_up Natural Language Generation,#GUNTER_NEUMANN
E971029,Morphological Disambiguation by Voting Constraints,#KEMAL_OFLAZER_#GOKHAN_TUR
E971030,Mistake_Driven Mixture of Hierarchical Tag Context Trees,#MASAHIKO_HARUNO#YUJI_MATSUMOTO
E971031,A Flexible POS Tagger Using an Automatically Acquired Language Model,#LLUIS_MARQUEZ#LLUIS_PADRO
E971032,Comparing a Linguistic and a Stochastic Tagger,#CHRISTER_SAMUELSSON#ATRO_VOUTILAINEN
E971033,_Intonational Boundaries_ Speech Repairs_ and Discourse Markers_ Modeling Spoken Dialog_,#PETER_A_HEEMAN#JAMES_F_ALLEN
E971034,Tracking Initiative in Collaborative Dialogue Interactions,#JENNIFER_CHUCARROLL#MICHAEL_K_BROWN
E971035,PARADISE_ A Framework for Evaluating Spoken Dialogue Agents,#MARILYN_A_WALKER#DIANE_J_LITMAN#CANDACE_A_KAMM#ALICIA_ABELLA
E971036,Unification_based Multimodal Integration,#MICHAEL_JOHNSTON#PHILIP_R_COHEN#DAVID_MCGEE#SHARON_L_OVIATT#JAMES_A_PITTMAN#IRA_SMITH
E971037,A DP_based Search Using Monotone Alignments in Statistical Translation,#CHRISTOPH_TILLMANN#STEPHAN_VOGEL#HERMANN_NEY#ALEX_ZUBIAGA
E971038,An Alignment Method for Noisy Parallel Corpora based on Image Processing Techniques,#JASON_S_CHANG#MATHIS_H_CHEN
E971039,A Portable Algorithm for Mapping Bitext Correspondence,#I_DAN_MELAMED
E971040,Efficient Generation in Primitive Optimality Theory,#JASON_EISNER
E971041,A Trainable Rule_Based Algorithm for Word Segmentation,#DAVID_D_PALMER
E971042,Compiling Regular Formalisms with Rule Features into Finite_State Automata,#GEORGE_ANTON_KIRAZ
E971043,The Complexity of Recognition of Linguistically Adequate Dependency Grammars,#PETER_NEUHAUS#NORBERT_BROKER
E971044,Maximal Incrementality in Linear Categorial Deduction,#MARK_HEPPLE
E971045,Automatic Extraction of Aspectual Information from a Monolingual Corpus,#AKIRA_OISHI#YUJI_MATSUMOTO
E971046,A Comparison of Head Transducers and Transfer for a Limited Domain Translation Application,#HIYAN_ALSHAWI#ADAM_L_BUCHSBAUM#FEI_XIA
E971047,Decoding Algorithm in Statistical Machine Translation,#YEYI_WANG#ALEX_WAIBEL
E971048,A Model of Lexical Attraction and Repulsion,#DOUG_BEEFERMAN#ADAM_BERGER#JOHN_LAFFERTY
E971049,Hierarchical Non_Emitting Markov Models,#ERIC_SVEN_RISTAD#ROBERT_G_THOMAS
E971050,Efficient Construction of Underspeci fled Semantics under Massive Ambiguity,#JOCHEN_DORRE
E971051,A Theory of Parallelism and the Case of VP Ellipsis,#JERRY_R_HOBBS#ANDREW_KEHLER
E971052,On Interpreting F_Structures as UDRSs,#JOSEF_VAN_GENABITH#RICHARD_CROUCH
E971053,A Uniform Approach to Underspecification and Parallelism,#JOACHIM_NIEHREN#MANFRED_PINKAL#PETER_RUHRBERG
E971054,Co_Evolution of Language and of the Language Acquisition Device,#TED_BRISCOE
E971055,Paradigmatic Cascades_ A Linguistically Sound Model of Pronunciation by Analogy,#RANCOIS_YVON
E971056,Memory_Based Learning_ Using Similarity for Smoothing,#JAKUB_ZAVREL#WALTER_DAELEMANS
E971057,String Transformation Learning,#GIORGIO_SATTA#JOHN_C_HENDERSON
E971058,Approximating Context_Free Grammars with a Finite_State Calculus,#EDMUND_GRIMLEY_EVANS
E971059,Finite State Transducers Approximating Hidden Markov Models,#ANDRE_KEMPE
E971060,Representing Constraints with Automata,#FRANK_MORAWIETZ_#TOM_CORNELL_
E971061,Retrieving Collocations by Co_Occurrences and Word Order Constraints,#SAYORI_SHIMOHATA#TOSHIYUKI_SUGIO#JUNJI_NAGATA
E971062,Learning Parse and Translation Decisions from Examples with Rich Context,#ULF_HERMJAKOB#RAYMOND_J_MOONEY_
E971063,A Word_to_Word Model of Translational Equivalence,#I_DAN_MELAMED
E971064,A Structured Language Model,#CIPRIAN_CHELBA_
E971065,Incorporating Context Information for the Extraction of Terms,#KATERINA_T_FRANTZI
E971066,Knowledge Acquisition from Texts_ Using an Automatic Clustering Method Based on Noun_Modifier Relationship,#HOUSSEM_ASSADI
E971067,Choosing the Word Most Typical in Context Using a Lexical Co_occurrence Network,#PHILIP_EDMONDS
E971068,Improving Translation through Contextual Information,#MAITE_TABOADA_
E971069,Generative Power of CCGs with Generalized Type_Raised Categories,#NOBO_KOMAGATA
E971070,Representing Paraphrases Using Synchronous TAGS,#MARK_DRAS
E971071,Contrastive accent in a data_to_speech system,#MARIET_THEUNE
E971072,Towards resolution of bridging descriptions,#RENATA_VIEIRA#SIMONE_TEUFEL
E971073,Compositional Semantics of German Prefix Verbs,#MARIA_WOLTERS
E991001,Named Entity Recognition without Gazetteers,#ANDREI_MIKHEEV#MARC_MOENS#CLAIRE_GROVER
E991002,Generating referring expressions with a unification grammar,#RICHARD_POWER
E991003,TERM EXTRACTION _I_ TERM CLUSTERING_ An Integrated Platform for Computer_Aided Terminology,#DIDIER_BOURIGAULT#CHRISTIAN_JACQUEMIN
E991004,An Object_Oriented Approach to the Design of Dialogue Management Functionality,#IAN_M_ONEILL#MICHAEL_F_MCTEAR
E991005,Determinants of Adjective_Noun Plausibility,#MARIA_LAPATA#SCOTT_MCDONALD#FRANK_KELLER
E991006,Resolving Discourse Deictic Anaphora in Dialogues,#MIRIAM_ECKERT#MICHAEL_STRUBE
E991007,Automatic Verb Classification Using Distributions of Grammatical Features,#SUZANNE_STEVENSON#PAOLA_MERLO
E991008,_Chinese Numbers_ MIX_ Scrambling_ and Concatenation Grammars Range_,#PIERRE_BOULLI
E991009,Geometry of Lexico_Syntactic Interaction,#GLYN_MORRILL
E991010,An Efficient Method for Determining Bilingual Word Classes,#FRANZ_JOSEF_OCH
E991011,The TIPSTER SUMMAC Text Summarization Evaluation,#INDERJEET_MANI#DAVID_HOUSE#GARY_KLEIN#LYNETTE_HIRSCHMAN#THERESE_FIRMIN#BETH_SUNDHEIM
E991012,Ambiguous propositions typed,#TIM_FERNANDO
E991013,Complementing WordNet with Roget_s and Corpus_based Thesauri for Information Retrieval,#RILA_MANDALA#TAKENOBU_TOKUNAGA#HOZUMI_TANAKA
E991014,Full Text Parsing using Cascades of Rules_ an Information Extraction Perspective,#FABIO_CIRAVEGNA#ALBERTO_LAVELLI
E991015,An annotation scheme for discourse_level argumentation in research articles,#SIMONE_TEUFEL#JEAN_CARLETTAT#MARC_MOENS
E991016,Cascaded Markov Models,#THORSTEN_BRANTS
E991017,Transducers from Rewrite Rules with Backreferences,#DALE_GERDEMANN#GERTJAN_VAN_NOORD
E991018,POS Disambiguation and Unknown Word Guessing with Decision Trees,#GIORGOS_S_ORPHANOS#DIMITRIS_N_CHRISTODOULAKIS
E991019,Exploring the Use of Linguistic Features in Domain and Genre Classification,#MARIA_WOLTERS#MATHIAS_KIRSTEN
E991020,Tabular Algorithms for TAG Parsing,#MIGUEL_A_ALONSO#DAVID_CABRERO#ERIC_DE_LA_CLERGERIE#MANUEL_VILARES
E991021,Automatic Authorship Attribution,#E_STAMATATOSN_FAKOTAKIS#G_KOKKINAKIS
E991022,Selective Magic HPSG Parsing,#GUIDO_MINNEN
E991023,Representing Text Chunks,#ERIK_F_TJONG#KIM_SANG#JORN_VEENSTRA
E991024,Detection of Japanese Homophone Errors by a Decision List Including a Written Word as a Default Evidence,#HIROYUKI_SHINNOU
E991025,New Models for Improving Supertag Disambiguation,#JOHN_CHEN#SRINIVAS_BANGALORE
E991026,Japanese Dependency Structure Analysis Based on Maximum Entropy Models,#KIYOTAKA_UCHIMOTO#SATOSHI_SEKINE#HITOSHI_ISAHARA
E991027,An experiment on the upper bound of interjudge agreement_ the case of tagging,#ATRO_VOUTILAINEN
E991028,Word Sense Disambiguation in Untagged Text based on Term Weight Learning,#FUMIYO_FUKUMOTO#YOSHIMI_SUZUKI
E991029,Parsing with an Extended Domain of Locality,#JOHN_CARROLL#NICOLAS_NICOLOV#OLGA_SHAUMYAN#MARTINE_SMETS#DAVID_WEIR
E991030,The Development of Lexical Resources for Information Extraction from Text Combining WordNet and Dewey Decimal Classification,#GABRIELA_CAVAGLIA
E991031,A Flexible Architecture for Reference Resolution,#DONNA_K_BYRON#JOEL_R_TETREAULT
E991032,Result Stages and the Lexicon_ The Proper Treatment of Event Structure,#PATRICK_CAUDAL
E991033,Investigating NLG Architectures_ taking style into consideration,#DANIEL_S_PAIVA
E991034,Finding content_bearing terms using term similarities,#JUSTIN_PICARD
E991035,A Cascaded Finite_State Parser for Syntactic Analysis of Swedish,#DIMITRIOS_KOKKINAKIS#SOFIE_JOHANSSON_KOKKINAKIS
E991036,Repair Strategies for Lexicalized Tree Grammars,#PATRICE_LOPEZ
E991037,Dialogue Processing in a CALL_System,#VEIT_REUER
E991038,Focusing on focus_ a formalization,#YAN_ZUO
E991039,Representing a System of Lexical Types Using Default Unification,#ALINE_VILLAVICENCIO
E991040,Designing spelling correctors for inflected languages using lexical transducers,#I_ALDEZABAL#I_ALEGRIA#0_ANSA#J_M_ARRIOLA#N_EZEIZA
E991041,The Treegram Index_An Efficient Technique for Retrieval in Linguistic Treebanks,#HANS_ARGENTON#ANKE_FELDHAUS
E991042,Parsing with an Extended Domain of Locality,#JOHN_CARROLL#NICOLAS_NICOLOV#OLGA_SHAUMYAN#MARTINE_SMETS#DAVID_WEIR
E991043,The GENIA project_ corpus_based knowledge acquisition and information extraction from genome research papers,#NIGEL_COLLIER#HYUN_SEOK_PARK#NORIHIRO_OGATA#YUKA_TATEISHI#CHIKASHI_NOBATA#TOMOKO_OHTA#TATESHI_SEKIMIZU#HISAO_IMAI#KATSUTOSHI_IBUSHI#JUNICHI_TSUJII
E991044,_A Note on Categorial Grammar_ Disharmony and Permutation_,#CRIT_CREMERS
E991045,Encoding a Parallel Corpus for Automatic Terminology Extraction,#JOHANN_GAMPER_
E991046,95_ Replicability for Manual Word Sense Tagging,#ADAM_KILGARRIFF
E991047,_u_TBL Lite_ A Small_ Extendible Transformation_Based Learner_,#TORBJORN_LAGER
E991048,Comparison and Classification of Dialects,#JOHN_NERBONNE#WILBERT_HEERINGA#PETER_KLEIWEG
E991049,Pointing to Events,#FRANK_SCHILDER
E991050,A Corpus_Based Approach to Deriving Lexical Mappings,#MARK_STEVENSON
E991051,Robust and Flexible Mixed_Initiative Dialogue for Telephone Services,#RELANO_GIL_JOSE#TAPIAS_DANIEL#GANCEDO_MARIA_C#CHARFUELAN_MARCELA#HERNDNDEZ_LUIS_A
E991052,Determination of Syntactic Functions in Estonian Constraint Grammar,#KAILI_MUIIRISEP
H861001,Research and Development in Natural Language Processing at BBN Laboratories in the Strategic Computing Program,#RALPH_WEISCHEDEL#REMKO_SCHA#EDWARD_WALKER#DAMARIS_AYUSO#ANDREW_HAAS#ERHARD_HINRICHS#ROBERT_INGRIA#LANCE_RAMSHAW#VARDA_SHAKED#DAVID_STALLARD
H861002,PROTEUS and PUNDIT_ RESEARCH IN TEXT UNDERSTANDING,#RALPH_GRISHMAN#LYNETTE_HIRSCHMAN
H861003,Overview of the TACITUS Project,#JERRY_R_HOBBS
H861004,The Counselor Project at the Un_versity of Massachusetts,#DAVID_D_MCDONALD#JAMES_D_PUSTEJOWKY
H861005,RESEARCH IN NATURAL LANGUAGE PROCESSING,#ARAVIND_JOSHI#TIM_FININ#DALE_MILLER#LOKENDRA_SHASTRI#BONNIE_WEBBER
H861006,Text Generation for Strategic Computing,#WILLIAM_MANN#NORMAN_SONDHEIMER
H861007,Out of the Laboratory_ A Case Study with the IRUS Natural Language Interface,#RALPH_M_WEISCHEDEL#EDWARD_WALKER#DAMARIS_AYUSO#JOS_DE_BRUINKIMBERLE_KOILE_LANCE_RAMSHAW_VARDA_SHAKED
H861008,A Terminological Simplification Transformation for Natural Language Question_Answering Systems 1,#DAVID_G_STALLARD
H861009,Model_based Analysis of Messages about Equipment,#RALPH_GRISHMAN#TOMASZ_KSIEZYK#NGO_THANH_NHAN
H861010,An Equipment Model and Its Role in the Interpretation of Nominal Compounds,#TOMASZ_KSIEZYK#RALPH_GRISHMAN
H861011,RECOVERING IMPLICIT INFORMATION,#MARTHA_S_PALMER#DEBORAH_A_DAHL#REBECCA_J_SCHIFFMAN#LYNETTE_HIRSCHMAN#MARCIA_LINEBARGER#JOHN_DOWDING
H861012,Focusing and Reference Resolution in PUNDIT,#DEBORAH_A_DAHL
H861013,COMMONSENSE METAPHYSICS AND LEXICAL SEMANTICS,#JERRY_R_HOBBS#WILLIAM_CROFT#TODD_DAVIES#DOUGLAS_EDWARDS#KENNETH_LAWS
H861014,Multi_Level Description Directed Generation,#DAVID_D_MCDONALD
H861015,TAG_s as a Grammatical Formalism for Generation,#DAVID_D_MCDONALD#JAMES_D_PUSTEJOVSKY
H861016,Hypotheticals as Heuristic Device,#EDWINA_L_RISSLAND#KEVIN_D_ASHLEY
H861017,LIVING UP TO EXPECTATIONS_ COMPUTING EXPERT RESPONSES_,#ARAVIND_JOSHI#BONNIE_WEBBER#RALPH_M_WEISCHEDEL
H861018,TIIE ROLE OF PERSPECTIVE IN RESPONDING TO PROPERTY MISCONCEPTIONS,#KATHLEEN_F_MCCOY
H861019,Adapting MUMBLE_ Experience with Natural Language Generation,#ROBERT_RUBINOFF
H861020,SOME COMPUTATIONAL PROPERTIES OF TREE ADJOINING GRAMMARS,#K_VIJAYSHANKAR#ARAVIND_K_JOSHI
